route_id,origin_location_id,destination_location_id,base_distance_km,base_cost_per_kg_km,average_transit_time_days_standard
35028-06571,LOC-IN-35028,LOC-IN-06571,939,0.000909,4
31404-10268,LOC-IN-31404,LOC-IN-10268,550,0.000507,8
36532-34271,LOC-IN-36532,LOC-IN-34271,1625,0.000618,1
15357-31266,LOC-IN-15357,LOC-IN-31266,1587,0.000132,3
37082-39255,LOC-IN-37082,LOC-IN-39255,490,0.00046,7
33039-44704,LOC-IN-33039,LOC-IN-44704,2247,0.00063,6
33342-15085,LOC-IN-33342,LOC-IN-15085,1413,0.000184,3
12335-41025,LOC-IN-12335,LOC-IN-41025,2970,0.000614,2
30064-03796,LOC-IN-30064,LOC-IN-03796,2800,0.000952,8
17028-09237,LOC-IN-17028,LOC-IN-09237,2087,0.000107,6
45115-07405,LOC-IN-45115,LOC-IN-07405,1349,0.000752,5
38702-36349,LOC-IN-38702,LOC-IN-36349,589,0.000794,4
10095-09302,LOC-IN-10095,LOC-IN-09302,922,0.000679,3
00438-10490,LOC-IN-00438,LOC-IN-10490,1731,0.000664,2
42979-40424,LOC-IN-42979,LOC-IN-40424,441,0.000627,6
30282-10149,LOC-IN-30282,LOC-IN-10149,2907,0.000782,1
38488-21196,LOC-IN-38488,LOC-IN-21196,1246,0.000927,5
45848-08927,LOC-IN-45848,LOC-IN-08927,679,0.000737,4
22045-30893,LOC-IN-22045,LOC-IN-30893,1285,0.000691,10
30489-06429,LOC-IN-30489,LOC-IN-06429,2133,0.000753,9
45781-45876,LOC-IN-45781,LOC-IN-45876,595,0.000223,4
42547-27318,LOC-IN-42547,LOC-IN-27318,1676,0.000186,6
08543-43139,LOC-IN-08543,LOC-IN-43139,462,0.000258,9
31829-05677,LOC-IN-31829,LOC-IN-05677,1227,0.000833,3
27280-21824,LOC-IN-27280,LOC-IN-21824,1323,0.000981,6
20878-28431,LOC-IN-20878,LOC-IN-28431,1958,0.000362,1
31266-18601,LOC-IN-31266,LOC-IN-18601,402,0.000908,7
24120-49504,LOC-IN-24120,LOC-IN-49504,1762,0.000831,9
24940-31814,LOC-IN-24940,LOC-IN-31814,1599,0.000952,2
11520-22492,LOC-IN-11520,LOC-IN-22492,1101,0.000333,8
39446-47990,LOC-IN-39446,LOC-IN-47990,1630,0.000284,10
21737-42262,LOC-IN-21737,LOC-IN-42262,2158,0.000571,7
47386-06567,LOC-IN-47386,LOC-IN-06567,2948,0.000835,9
35312-25870,LOC-IN-35312,LOC-IN-25870,2988,0.000543,5
15301-16541,LOC-IN-15301,LOC-IN-16541,1303,0.000369,5
19556-06565,LOC-IN-19556,LOC-IN-06565,216,0.000764,7
45444-36036,LOC-IN-45444,LOC-IN-36036,1420,0.000302,7
32712-29927,LOC-IN-32712,LOC-IN-29927,2231,0.000705,9
45471-14743,LOC-IN-45471,LOC-IN-14743,1142,0.00019,8
34081-28793,LOC-IN-34081,LOC-IN-28793,471,0.000973,6
22966-11224,LOC-IN-22966,LOC-IN-11224,2005,0.000628,8
36126-43250,LOC-IN-36126,LOC-IN-43250,567,0.000642,3
28928-25243,LOC-IN-28928,LOC-IN-25243,1878,0.000908,5
19526-47793,LOC-IN-19526,LOC-IN-47793,2049,0.000965,4
28787-01499,LOC-IN-28787,LOC-IN-01499,2045,0.000879,3
41658-03705,LOC-IN-41658,LOC-IN-03705,120,0.000998,2
26930-22471,LOC-IN-26930,LOC-IN-22471,2504,0.000326,6
43416-33507,LOC-IN-43416,LOC-IN-33507,2074,0.000365,2
46462-14016,LOC-IN-46462,LOC-IN-14016,2239,0.000363,3
38748-07571,LOC-IN-38748,LOC-IN-07571,2259,0.000883,1
35021-11558,LOC-IN-35021,LOC-IN-11558,907,0.000814,8
18525-26283,LOC-IN-18525,LOC-IN-26283,2523,0.000762,3
00203-15328,LOC-IN-00203,LOC-IN-15328,1194,0.000376,2
21717-34741,LOC-IN-21717,LOC-IN-34741,977,0.000866,8
04918-45838,LOC-IN-04918,LOC-IN-45838,1038,0.000511,3
34543-33272,LOC-IN-34543,LOC-IN-33272,829,0.000664,7
14352-20962,LOC-IN-14352,LOC-IN-20962,2195,0.000964,6
17775-43426,LOC-IN-17775,LOC-IN-43426,801,0.000515,6
08794-22747,LOC-IN-08794,LOC-IN-22747,576,0.000976,10
31879-32984,LOC-IN-31879,LOC-IN-32984,1919,0.00057,6
25344-08975,LOC-IN-25344,LOC-IN-08975,436,0.000354,5
24237-44280,LOC-IN-24237,LOC-IN-44280,1251,0.000545,3
43867-18244,LOC-IN-43867,LOC-IN-18244,305,0.000283,7
16145-46150,LOC-IN-16145,LOC-IN-46150,698,0.000348,9
18279-41186,LOC-IN-18279,LOC-IN-41186,323,0.000957,8
21680-22428,LOC-IN-21680,LOC-IN-22428,1562,0.000251,1
39035-09120,LOC-IN-39035,LOC-IN-09120,2689,0.000615,3
40570-07665,LOC-IN-40570,LOC-IN-07665,514,0.000945,4
25241-04320,LOC-IN-25241,LOC-IN-04320,907,0.000443,7
15897-35345,LOC-IN-15897,LOC-IN-35345,1089,0.000846,2
49132-33652,LOC-IN-49132,LOC-IN-33652,2788,0.000608,7
07356-21858,LOC-IN-07356,LOC-IN-21858,670,0.000721,8
42102-44309,LOC-IN-42102,LOC-IN-44309,2932,0.000585,5
07289-14703,LOC-IN-07289,LOC-IN-14703,2748,0.000781,7
09679-36016,LOC-IN-09679,LOC-IN-36016,155,0.000249,9
30339-22297,LOC-IN-30339,LOC-IN-22297,2725,0.000176,5
19422-42795,LOC-IN-19422,LOC-IN-42795,1417,0.000384,2
21490-13240,LOC-IN-21490,LOC-IN-13240,722,0.000221,1
41121-05958,LOC-IN-41121,LOC-IN-05958,913,0.000496,10
03419-12023,LOC-IN-03419,LOC-IN-12023,572,0.000691,8
48216-07155,LOC-IN-48216,LOC-IN-07155,1231,0.000439,6
42640-39208,LOC-IN-42640,LOC-IN-39208,2058,0.000694,10
29639-11659,LOC-IN-29639,LOC-IN-11659,2673,0.000873,9
19130-35843,LOC-IN-19130,LOC-IN-35843,1088,0.000274,10
10045-46490,LOC-IN-10045,LOC-IN-46490,2140,0.000835,6
31047-40859,LOC-IN-31047,LOC-IN-40859,1817,0.000871,2
30358-14920,LOC-IN-30358,LOC-IN-14920,477,0.000334,8
33854-03314,LOC-IN-33854,LOC-IN-03314,2207,0.000734,6
32559-49011,LOC-IN-32559,LOC-IN-49011,1518,0.000862,1
34724-38659,LOC-IN-34724,LOC-IN-38659,2301,0.000145,6
48739-26866,LOC-IN-48739,LOC-IN-26866,1810,0.000434,4
25968-19144,LOC-IN-25968,LOC-IN-19144,2464,0.000511,4
21617-11699,LOC-IN-21617,LOC-IN-11699,1208,0.000967,2
09474-36402,LOC-IN-09474,LOC-IN-36402,1276,0.000253,2
23790-45367,LOC-IN-23790,LOC-IN-45367,2857,0.000507,8
13651-16895,LOC-IN-13651,LOC-IN-16895,128,0.000663,1
06385-04078,LOC-IN-06385,LOC-IN-04078,1594,0.000173,4
06226-13312,LOC-IN-06226,LOC-IN-13312,2785,0.0001,10
29390-35656,LOC-IN-29390,LOC-IN-35656,877,0.000828,6
36762-20655,LOC-IN-36762,LOC-IN-20655,1757,0.000334,10
22042-07845,LOC-IN-22042,LOC-IN-07845,888,0.000293,6
18210-12481,LOC-IN-18210,LOC-IN-12481,303,0.0003,1
01236-11203,LOC-IN-01236,LOC-IN-11203,2105,0.00011,6
41812-21329,LOC-IN-41812,LOC-IN-21329,761,0.000571,2
00719-35083,LOC-IN-00719,LOC-IN-35083,1332,0.000914,4
02540-27792,LOC-IN-02540,LOC-IN-27792,1434,0.000123,4
38803-30238,LOC-IN-38803,LOC-IN-30238,2575,0.000766,8
10479-25589,LOC-IN-10479,LOC-IN-25589,1048,0.000204,3
32084-12218,LOC-IN-32084,LOC-IN-12218,2053,0.000673,6
43168-11004,LOC-IN-43168,LOC-IN-11004,1170,0.000689,5
27058-35912,LOC-IN-27058,LOC-IN-35912,731,0.0001,6
36696-06639,LOC-IN-36696,LOC-IN-06639,2590,0.000987,2
11903-43369,LOC-IN-11903,LOC-IN-43369,1453,0.000455,2
41710-31990,LOC-IN-41710,LOC-IN-31990,581,0.000863,1
22131-26789,LOC-IN-22131,LOC-IN-26789,1438,0.000759,1
49756-28750,LOC-IN-49756,LOC-IN-28750,1670,0.000698,8
45491-02463,LOC-IN-45491,LOC-IN-02463,2682,0.00086,6
25496-17717,LOC-IN-25496,LOC-IN-17717,1908,0.000402,8
11883-33714,LOC-IN-11883,LOC-IN-33714,2409,0.000108,4
25799-48998,LOC-IN-25799,LOC-IN-48998,718,0.000148,3
15781-41064,LOC-IN-15781,LOC-IN-41064,1506,0.000142,5
36371-43716,LOC-IN-36371,LOC-IN-43716,1392,0.000716,7
01455-35463,LOC-IN-01455,LOC-IN-35463,2000,0.000218,9
31294-02769,LOC-IN-31294,LOC-IN-02769,2856,0.000913,4
48535-13738,LOC-IN-48535,LOC-IN-13738,1236,0.00024,2
20432-10192,LOC-IN-20432,LOC-IN-10192,1813,0.00036,3
29463-18782,LOC-IN-29463,LOC-IN-18782,2859,0.000655,1
14971-31355,LOC-IN-14971,LOC-IN-31355,2090,0.000341,4
01141-41498,LOC-IN-01141,LOC-IN-41498,1869,0.000872,2
00880-34724,LOC-IN-00880,LOC-IN-34724,2666,0.00017,5
35780-35888,LOC-IN-35780,LOC-IN-35888,2404,0.000977,2
23730-02035,LOC-IN-23730,LOC-IN-02035,2747,0.000278,1
21560-09123,LOC-IN-21560,LOC-IN-09123,385,0.000556,5
15985-13058,LOC-IN-15985,LOC-IN-13058,762,0.000487,7
33860-16984,LOC-IN-33860,LOC-IN-16984,2558,0.000851,9
10014-38855,LOC-IN-10014,LOC-IN-38855,206,0.00095,10
29080-16368,LOC-IN-29080,LOC-IN-16368,1011,0.000349,5
49497-24179,LOC-IN-49497,LOC-IN-24179,2243,0.000794,5
41278-16225,LOC-IN-41278,LOC-IN-16225,877,0.000499,10
24297-04211,LOC-IN-24297,LOC-IN-04211,1831,0.000916,8
05522-04821,LOC-IN-05522,LOC-IN-04821,541,0.00051,4
23407-09239,LOC-IN-23407,LOC-IN-09239,2420,0.000322,9
34207-49786,LOC-IN-34207,LOC-IN-49786,1534,0.000225,7
04799-12159,LOC-IN-04799,LOC-IN-12159,2189,0.000488,8
40946-03158,LOC-IN-40946,LOC-IN-03158,1831,0.000722,7
09221-11687,LOC-IN-09221,LOC-IN-11687,2075,0.000258,9
45174-27270,LOC-IN-45174,LOC-IN-27270,1437,0.000298,2
01964-41142,LOC-IN-01964,LOC-IN-41142,228,0.000535,2
24733-35692,LOC-IN-24733,LOC-IN-35692,1038,0.000277,5
01112-22902,LOC-IN-01112,LOC-IN-22902,1639,0.000111,10
36381-03978,LOC-IN-36381,LOC-IN-03978,702,0.0009,9
38334-24839,LOC-IN-38334,LOC-IN-24839,2803,0.00088,6
05467-37303,LOC-IN-05467,LOC-IN-37303,2714,0.000738,10
42179-37745,LOC-IN-42179,LOC-IN-37745,1096,0.000949,9
34673-10378,LOC-IN-34673,LOC-IN-10378,2218,0.000152,10
37624-27019,LOC-IN-37624,LOC-IN-27019,1466,0.000382,2
05044-49921,LOC-IN-05044,LOC-IN-49921,1748,0.000676,5
04019-33795,LOC-IN-04019,LOC-IN-33795,2839,0.000418,6
09705-47639,LOC-IN-09705,LOC-IN-47639,2218,0.000407,2
15108-25714,LOC-IN-15108,LOC-IN-25714,320,0.000792,7
06370-18088,LOC-IN-06370,LOC-IN-18088,455,0.00063,5
12898-44240,LOC-IN-12898,LOC-IN-44240,1436,0.000302,5
48756-23287,LOC-IN-48756,LOC-IN-23287,2302,0.000553,5
02412-24973,LOC-IN-02412,LOC-IN-24973,1935,0.000384,1
37665-31401,LOC-IN-37665,LOC-IN-31401,1500,0.000332,7
20796-10950,LOC-IN-20796,LOC-IN-10950,1587,0.000719,3
23862-36284,LOC-IN-23862,LOC-IN-36284,2615,0.000173,4
36908-25520,LOC-IN-36908,LOC-IN-25520,972,0.000233,7
28687-09330,LOC-IN-28687,LOC-IN-09330,2655,0.000652,5
23332-37471,LOC-IN-23332,LOC-IN-37471,492,0.000919,7
31355-11401,LOC-IN-31355,LOC-IN-11401,2146,0.000846,6
07026-22452,LOC-IN-07026,LOC-IN-22452,2233,0.000349,9
42583-12004,LOC-IN-42583,LOC-IN-12004,1539,0.000531,5
41818-49055,LOC-IN-41818,LOC-IN-49055,1451,0.000222,4
09696-44055,LOC-IN-09696,LOC-IN-44055,1397,0.000786,5
21907-33511,LOC-IN-21907,LOC-IN-33511,2505,0.000229,3
12045-00182,LOC-IN-12045,LOC-IN-00182,1428,0.000537,9
32381-01519,LOC-IN-32381,LOC-IN-01519,182,0.0007,8
34150-30049,LOC-IN-34150,LOC-IN-30049,937,0.00055,4
11084-04176,LOC-IN-11084,LOC-IN-04176,1057,0.000815,6
15249-07739,LOC-IN-15249,LOC-IN-07739,134,0.000122,7
11336-33771,LOC-IN-11336,LOC-IN-33771,2202,0.000285,7
47425-39272,LOC-IN-47425,LOC-IN-39272,2992,0.000898,3
48491-10353,LOC-IN-48491,LOC-IN-10353,1687,0.000357,5
33538-11339,LOC-IN-33538,LOC-IN-11339,879,0.000503,5
09230-46426,LOC-IN-09230,LOC-IN-46426,2777,0.000619,5
17389-40162,LOC-IN-17389,LOC-IN-40162,316,0.000993,6
33721-07000,LOC-IN-33721,LOC-IN-07000,2093,0.000157,1
20471-33242,LOC-IN-20471,LOC-IN-33242,397,0.000559,9
01345-09106,LOC-IN-01345,LOC-IN-09106,1524,0.000867,7
39168-48981,LOC-IN-39168,LOC-IN-48981,2983,0.000681,9
23840-19958,LOC-IN-23840,LOC-IN-19958,2491,0.000201,6
07837-31069,LOC-IN-07837,LOC-IN-31069,2851,0.00055,1
03083-13496,LOC-IN-03083,LOC-IN-13496,2046,0.000851,6
10288-13637,LOC-IN-10288,LOC-IN-13637,2206,0.000146,9
04084-24318,LOC-IN-04084,LOC-IN-24318,873,0.000645,5
23007-14285,LOC-IN-23007,LOC-IN-14285,930,0.000624,6
02848-42661,LOC-IN-02848,LOC-IN-42661,1858,0.000438,10
01499-11611,LOC-IN-01499,LOC-IN-11611,2129,0.000718,8
45622-49029,LOC-IN-45622,LOC-IN-49029,1521,0.000672,9
14228-01182,LOC-IN-14228,LOC-IN-01182,1337,0.000247,8
00813-10087,LOC-IN-00813,LOC-IN-10087,691,0.000266,7
30622-19855,LOC-IN-30622,LOC-IN-19855,2442,0.000657,5
06154-25979,LOC-IN-06154,LOC-IN-25979,2518,0.000834,8
13772-21526,LOC-IN-13772,LOC-IN-21526,1450,0.000731,6
19950-29447,LOC-IN-19950,LOC-IN-29447,1077,0.000172,3
32662-05965,LOC-IN-32662,LOC-IN-05965,1944,0.000471,1
08296-35230,LOC-IN-08296,LOC-IN-35230,358,0.000157,4
21968-49828,LOC-IN-21968,LOC-IN-49828,630,0.000973,1
32182-35634,LOC-IN-32182,LOC-IN-35634,436,0.000901,8
48973-29559,LOC-IN-48973,LOC-IN-29559,1672,0.000724,5
39087-23109,LOC-IN-39087,LOC-IN-23109,2845,0.000355,4
38237-24567,LOC-IN-38237,LOC-IN-24567,2657,0.000295,8
07973-36277,LOC-IN-07973,LOC-IN-36277,2930,0.000131,5
17526-47828,LOC-IN-17526,LOC-IN-47828,197,0.000478,4
33767-15826,LOC-IN-33767,LOC-IN-15826,812,0.000381,5
26561-29783,LOC-IN-26561,LOC-IN-29783,774,0.000918,1
32216-02988,LOC-IN-32216,LOC-IN-02988,171,0.000196,6
42437-49009,LOC-IN-42437,LOC-IN-49009,323,0.000456,7
10771-41380,LOC-IN-10771,LOC-IN-41380,1523,0.000659,4
28972-15590,LOC-IN-28972,LOC-IN-15590,2061,0.000992,1
43347-41008,LOC-IN-43347,LOC-IN-41008,537,0.000391,9
03227-14111,LOC-IN-03227,LOC-IN-14111,2321,0.000485,7
39644-47441,LOC-IN-39644,LOC-IN-47441,1376,0.000158,6
17498-35419,LOC-IN-17498,LOC-IN-35419,328,0.000879,4
18831-01350,LOC-IN-18831,LOC-IN-01350,2862,0.000566,1
30000-29926,LOC-IN-30000,LOC-IN-29926,2606,0.000433,9
36692-35788,LOC-IN-36692,LOC-IN-35788,325,0.000355,8
15625-17577,LOC-IN-15625,LOC-IN-17577,2725,0.000534,6
17255-41752,LOC-IN-17255,LOC-IN-41752,1970,0.000571,7
36155-42056,LOC-IN-36155,LOC-IN-42056,724,0.000409,2
21547-35090,LOC-IN-21547,LOC-IN-35090,1936,0.000289,9
31820-02792,LOC-IN-31820,LOC-IN-02792,2205,0.00096,5
03894-07324,LOC-IN-03894,LOC-IN-07324,2177,0.00042,6
00915-32019,LOC-IN-00915,LOC-IN-32019,2273,0.000791,5
30806-47080,LOC-IN-30806,LOC-IN-47080,806,0.000484,3
48584-24019,LOC-IN-48584,LOC-IN-24019,2842,0.000341,8
32322-36791,LOC-IN-32322,LOC-IN-36791,1123,0.00091,9
41082-42562,LOC-IN-41082,LOC-IN-42562,161,0.000104,5
25709-46551,LOC-IN-25709,LOC-IN-46551,2237,0.000995,2
28475-29645,LOC-IN-28475,LOC-IN-29645,2292,0.000972,4
01054-16140,LOC-IN-01054,LOC-IN-16140,2975,0.000714,6
14295-28533,LOC-IN-14295,LOC-IN-28533,1515,0.000572,3
06195-39245,LOC-IN-06195,LOC-IN-39245,1216,0.000742,1
17088-23947,LOC-IN-17088,LOC-IN-23947,532,0.000251,5
35440-48893,LOC-IN-35440,LOC-IN-48893,1867,0.000906,6
08106-10684,LOC-IN-08106,LOC-IN-10684,2914,0.000177,7
28525-14727,LOC-IN-28525,LOC-IN-14727,2574,0.000926,1
36064-22748,LOC-IN-36064,LOC-IN-22748,2527,0.000772,9
16847-44274,LOC-IN-16847,LOC-IN-44274,196,0.000999,7
24567-04244,LOC-IN-24567,LOC-IN-04244,1563,0.000635,5
30662-37324,LOC-IN-30662,LOC-IN-37324,1544,0.000975,3
27271-20166,LOC-IN-27271,LOC-IN-20166,823,0.000116,9
01137-15840,LOC-IN-01137,LOC-IN-15840,2728,0.000979,2
33987-23160,LOC-IN-33987,LOC-IN-23160,499,0.000353,9
23468-48148,LOC-IN-23468,LOC-IN-48148,2975,0.000632,2
12298-27931,LOC-IN-12298,LOC-IN-27931,1350,0.000446,6
03153-06193,LOC-IN-03153,LOC-IN-06193,2283,0.00082,4
36985-16503,LOC-IN-36985,LOC-IN-16503,756,0.000524,9
43969-45698,LOC-IN-43969,LOC-IN-45698,1702,0.000137,6
15038-41776,LOC-IN-15038,LOC-IN-41776,1948,0.00073,10
10084-34007,LOC-IN-10084,LOC-IN-34007,373,0.000804,7
05967-17905,LOC-IN-05967,LOC-IN-17905,1539,0.000137,9
19489-28807,LOC-IN-19489,LOC-IN-28807,1520,0.000674,10
07097-41571,LOC-IN-07097,LOC-IN-41571,1723,0.00086,8
03303-10011,LOC-IN-03303,LOC-IN-10011,2011,0.000625,2
42634-32591,LOC-IN-42634,LOC-IN-32591,1207,0.000513,3
04096-27701,LOC-IN-04096,LOC-IN-27701,2413,0.000569,2
42442-42178,LOC-IN-42442,LOC-IN-42178,123,0.000821,7
17675-24226,LOC-IN-17675,LOC-IN-24226,1013,0.000875,7
18170-46967,LOC-IN-18170,LOC-IN-46967,650,0.000204,8
10235-09781,LOC-IN-10235,LOC-IN-09781,1801,0.000151,5
33557-28631,LOC-IN-33557,LOC-IN-28631,432,0.000331,10
21063-15471,LOC-IN-21063,LOC-IN-15471,1524,0.00019,7
03744-43832,LOC-IN-03744,LOC-IN-43832,1503,0.000298,10
41122-06857,LOC-IN-41122,LOC-IN-06857,219,0.000581,9
25896-16281,LOC-IN-25896,LOC-IN-16281,2271,0.000608,8
08628-36593,LOC-IN-08628,LOC-IN-36593,2825,0.000644,8
37687-08695,LOC-IN-37687,LOC-IN-08695,643,0.000607,5
35623-40483,LOC-IN-35623,LOC-IN-40483,2958,0.000915,2
21233-45502,LOC-IN-21233,LOC-IN-45502,999,0.000235,2
40753-39044,LOC-IN-40753,LOC-IN-39044,185,0.000894,2
45420-25598,LOC-IN-45420,LOC-IN-25598,2985,0.000739,4
12184-47658,LOC-IN-12184,LOC-IN-47658,2205,0.000374,5
27807-48773,LOC-IN-27807,LOC-IN-48773,661,0.000412,1
49391-38964,LOC-IN-49391,LOC-IN-38964,2926,0.000153,7
40074-21797,LOC-IN-40074,LOC-IN-21797,829,0.000162,7
29204-20752,LOC-IN-29204,LOC-IN-20752,640,0.000639,6
25382-46375,LOC-IN-25382,LOC-IN-46375,2335,0.000987,8
42005-36365,LOC-IN-42005,LOC-IN-36365,243,0.000376,1
21856-34509,LOC-IN-21856,LOC-IN-34509,1335,0.000811,7
15675-07461,LOC-IN-15675,LOC-IN-07461,1046,0.000609,7
15045-12558,LOC-IN-15045,LOC-IN-12558,1441,0.000431,8
42291-34908,LOC-IN-42291,LOC-IN-34908,2262,0.000741,7
26303-03907,LOC-IN-26303,LOC-IN-03907,484,0.00034,5
14598-17150,LOC-IN-14598,LOC-IN-17150,938,0.000922,10
49264-10685,LOC-IN-49264,LOC-IN-10685,1120,0.000979,10
20982-43632,LOC-IN-20982,LOC-IN-43632,1224,0.000895,10
35760-26672,LOC-IN-35760,LOC-IN-26672,2966,0.000349,10
21370-19517,LOC-IN-21370,LOC-IN-19517,197,0.000305,6
36598-16593,LOC-IN-36598,LOC-IN-16593,1935,0.000322,8
45092-28762,LOC-IN-45092,LOC-IN-28762,2752,0.000713,2
34577-06386,LOC-IN-34577,LOC-IN-06386,2412,0.000458,2
42203-15409,LOC-IN-42203,LOC-IN-15409,521,0.000796,1
41102-29960,LOC-IN-41102,LOC-IN-29960,281,0.000797,1
12936-04366,LOC-IN-12936,LOC-IN-04366,1674,0.000913,7
10734-11438,LOC-IN-10734,LOC-IN-11438,2061,0.000929,10
05105-34669,LOC-IN-05105,LOC-IN-34669,2023,0.000852,9
39758-15101,LOC-IN-39758,LOC-IN-15101,985,0.000164,7
05270-28883,LOC-IN-05270,LOC-IN-28883,181,0.000313,4
24557-04359,LOC-IN-24557,LOC-IN-04359,1072,0.000672,5
34821-16887,LOC-IN-34821,LOC-IN-16887,2629,0.000247,6
20798-28086,LOC-IN-20798,LOC-IN-28086,1619,0.000584,5
25938-01178,LOC-IN-25938,LOC-IN-01178,1042,0.000831,7
08956-40345,LOC-IN-08956,LOC-IN-40345,214,0.000842,7
37832-33400,LOC-IN-37832,LOC-IN-33400,2065,0.00029,10
17383-28738,LOC-IN-17383,LOC-IN-28738,816,0.000785,1
03696-22581,LOC-IN-03696,LOC-IN-22581,2646,0.000776,9
35722-12321,LOC-IN-35722,LOC-IN-12321,2721,0.000461,5
24558-36445,LOC-IN-24558,LOC-IN-36445,954,0.000336,6
11006-09479,LOC-IN-11006,LOC-IN-09479,1996,0.000543,10
03086-36860,LOC-IN-03086,LOC-IN-36860,219,0.000779,9
12921-02048,LOC-IN-12921,LOC-IN-02048,1899,0.00083,7
29379-33506,LOC-IN-29379,LOC-IN-33506,1086,0.000601,3
28794-35575,LOC-IN-28794,LOC-IN-35575,2749,0.000254,8
05892-39085,LOC-IN-05892,LOC-IN-39085,2296,0.000306,9
42187-12611,LOC-IN-42187,LOC-IN-12611,2843,0.000925,5
09360-06362,LOC-IN-09360,LOC-IN-06362,2351,0.00018,10
46491-44582,LOC-IN-46491,LOC-IN-44582,2136,0.000676,9
07197-29187,LOC-IN-07197,LOC-IN-29187,1799,0.000369,9
38561-41082,LOC-IN-38561,LOC-IN-41082,1430,0.000722,8
24676-48541,LOC-IN-24676,LOC-IN-48541,2307,0.000462,1
43464-17664,LOC-IN-43464,LOC-IN-17664,2167,0.00084,10
29300-47569,LOC-IN-29300,LOC-IN-47569,1962,0.0009,4
05525-25103,LOC-IN-05525,LOC-IN-25103,1223,0.000843,8
06681-12108,LOC-IN-06681,LOC-IN-12108,1696,0.000915,1
15885-32317,LOC-IN-15885,LOC-IN-32317,308,0.000738,1
14482-21154,LOC-IN-14482,LOC-IN-21154,1739,0.000468,8
47779-45527,LOC-IN-47779,LOC-IN-45527,1276,0.000371,8
40554-07649,LOC-IN-40554,LOC-IN-07649,253,0.000821,3
41586-25909,LOC-IN-41586,LOC-IN-25909,1373,0.000379,5
37719-32651,LOC-IN-37719,LOC-IN-32651,1800,0.00037,10
26893-02741,LOC-IN-26893,LOC-IN-02741,2985,0.00096,1
38336-00689,LOC-IN-38336,LOC-IN-00689,2438,0.000249,6
07299-45489,LOC-IN-07299,LOC-IN-45489,2831,0.00097,1
37552-36892,LOC-IN-37552,LOC-IN-36892,1293,0.000868,6
18247-49789,LOC-IN-18247,LOC-IN-49789,1084,0.000788,7
21351-07041,LOC-IN-21351,LOC-IN-07041,2443,0.000191,9
35432-14875,LOC-IN-35432,LOC-IN-14875,949,0.000746,9
39857-04798,LOC-IN-39857,LOC-IN-04798,1858,0.000813,4
21240-33027,LOC-IN-21240,LOC-IN-33027,988,0.000901,9
24304-46151,LOC-IN-24304,LOC-IN-46151,1850,0.000116,6
37387-11893,LOC-IN-37387,LOC-IN-11893,1956,0.000614,3
19999-34764,LOC-IN-19999,LOC-IN-34764,1246,0.000634,5
24857-35618,LOC-IN-24857,LOC-IN-35618,1184,0.000831,6
38822-17301,LOC-IN-38822,LOC-IN-17301,2389,0.000735,5
06430-49473,LOC-IN-06430,LOC-IN-49473,2440,0.000161,3
23950-09358,LOC-IN-23950,LOC-IN-09358,2748,0.000186,9
16434-34609,LOC-IN-16434,LOC-IN-34609,1407,0.000665,9
19005-14947,LOC-IN-19005,LOC-IN-14947,290,0.000725,5
42038-09336,LOC-IN-42038,LOC-IN-09336,2586,0.000879,4
12497-44844,LOC-IN-12497,LOC-IN-44844,1476,0.000794,10
41642-09682,LOC-IN-41642,LOC-IN-09682,2384,0.000978,10
07484-47420,LOC-IN-07484,LOC-IN-47420,712,0.000552,5
15815-08881,LOC-IN-15815,LOC-IN-08881,1150,0.000999,3
35791-04697,LOC-IN-35791,LOC-IN-04697,1488,0.000394,10
16149-11765,LOC-IN-16149,LOC-IN-11765,240,0.000386,9
43158-16550,LOC-IN-43158,LOC-IN-16550,393,0.000812,1
07065-46718,LOC-IN-07065,LOC-IN-46718,350,0.000113,10
09470-13836,LOC-IN-09470,LOC-IN-13836,1866,0.000529,10
07617-39975,LOC-IN-07617,LOC-IN-39975,618,0.00064,6
16869-41841,LOC-IN-16869,LOC-IN-41841,2555,0.000529,5
12431-06206,LOC-IN-12431,LOC-IN-06206,2201,0.000824,1
32676-07046,LOC-IN-32676,LOC-IN-07046,2283,0.00073,7
04428-04783,LOC-IN-04428,LOC-IN-04783,586,0.000195,9
09063-18825,LOC-IN-09063,LOC-IN-18825,232,0.000159,4
33852-09219,LOC-IN-33852,LOC-IN-09219,2559,0.000523,5
40182-35171,LOC-IN-40182,LOC-IN-35171,405,0.000155,8
24748-11577,LOC-IN-24748,LOC-IN-11577,1820,0.00084,5
01151-14404,LOC-IN-01151,LOC-IN-14404,2184,0.000928,10
07663-19231,LOC-IN-07663,LOC-IN-19231,2112,0.000894,7
02053-31103,LOC-IN-02053,LOC-IN-31103,1496,0.000255,2
11345-26577,LOC-IN-11345,LOC-IN-26577,2739,0.000118,5
44174-25913,LOC-IN-44174,LOC-IN-25913,2734,0.000299,4
10099-35255,LOC-IN-10099,LOC-IN-35255,1225,0.000133,10
01131-19308,LOC-IN-01131,LOC-IN-19308,1569,0.000823,2
29274-36098,LOC-IN-29274,LOC-IN-36098,1162,0.000646,8
00033-13339,LOC-IN-00033,LOC-IN-13339,2686,0.000101,2
44817-10565,LOC-IN-44817,LOC-IN-10565,2000,0.000315,3
35836-02188,LOC-IN-35836,LOC-IN-02188,2810,0.000747,5
